user_id,date,hours_watched,content_type,platform
U0063,2023-08-31,4.8,Movies,Web
U0064,2023-03-12,0.9,Series,Web
U0064,2023-05-12,4.1,Series,Mobile
U0064,2023-06-01,4.9,Series,Web
U0064,2023-03-20,4.8,Movies,TV
U0064,2023-03-07,3.8,Series,Web
U0064,2023-04-11,1.0,Series,TV
U0064,2023-04-20,4.0,Movies,Web
U0064,2023-05-04,2.2,Series,Web
U0064,2023-03-05,0.9,Movies,Web
U0064,2023-02-05,4.9,Movies,Mobile
U0065,2023-03-12,2.8,Series,Mobile
U0065,2023-03-17,1.2,Movies,Mobile
U0065,2023-03-10,1.1,Movies,TV
U0065,2023-04-22,1.8,Series,Web
U0065,2023-03-27,1.1,Series,TV
U0065,2023-03-10,1.0,Series,Mobile
U0065,2023-05-13,4.0,Series,TV
U0065,2023-05-01,2.7,Series,Mobile
U0065,2023-05-15,2.7,Series,Mobile
U0065,2023-05-11,3.7,Movies,Web
U0066,2023-10-20,1.3,Movies,TV
U0066,2023-11-22,3.9,Movies,Web
U0066,2023-09-24,0.8,Movies,Mobile
U0066,2023-11-03,3.1,Movies,Web
U0066,2023-10-31,5.0,Movies,Mobile
U0066,2023-09-20,3.4,Movies,Mobile
U0066,2023-09-18,2.4,Series,TV
U0066,2023-10-07,2.3,Movies,Web
U0066,2023-10-13,4.5,Movies,Mobile
U0066,2023-12-16,3.7,Movies,Web
U0067,2023-01-24,3.3,Movies,TV
U0067,2023-04-13,1.2,Series,Web
U0067,2023-04-23,0.9,Series,Mobile
U0067,2023-02-28,3.4,Series,Web
U0067,2023-03-07,1.6,Series,TV
U0067,2023-05-07,2.1,Movies,Mobile
U0067,2023-02-12,2.8,Series,Web
U0067,2023-03-11,4.8,Series,Mobile
U0067,2023-05-08,4.3,Movies,TV
U0067,2023-02-07,3.5,Series,Mobile
U0068,2023-04-29,3.9,Series,Mobile
U0068,2023-04-26,3.6,Movies,Web
U0068,2023-03-12,0.6,Series,TV
U0068,2023-03-11,2.5,Movies,Web
U0068,2023-05-07,2.8,Movies,TV
U0068,2023-03-27,3.9,Movies,TV
U0068,2023-04-14,3.7,Series,Web
U0068,2023-05-07,4.5,Series,Web
U0068,2023-05-21,1.5,Movies,Mobile
U0068,2023-03-08,2.2,Movies,TV
U0069,2023-08-15,2.1,Movies,Web
U0069,2023-11-17,3.3,Series,Mobile
U0069,2023-10-11,3.1,Series,Web
U0069,2023-08-08,1.7,Movies,TV
U0069,2023-08-16,0.6,Series,Mobile
U0069,2023-11-18,2.5,Movies,Web
U0069,2023-11-18,3.7,Movies,TV
U0069,2023-11-28,3.3,Movies,Mobile
U0069,2023-08-19,3.7,Series,Mobile
U0069,2023-09-05,2.7,Movies,Web
U0070,2023-12-11,4.4,Series,Mobile
U0070,2023-10-09,2.5,Movies,Mobile
U0070,2023-11-16,3.2,Series,Web
U0070,2023-09-30,2.7,Movies,Web
U0070,2023-11-02,0.9,Series,Mobile
U0070,2023-10-21,1.6,Series,Mobile
U0070,2023-10-29,4.2,Movies,Mobile
U0070,2023-12-16,4.8,Movies,Web
U0070,2023-09-28,4.7,Series,Web
U0070,2023-09-03,2.9,Movies,Mobile
U0071,2023-08-30,4.7,Series,TV
U0071,2023-10-04,2.5,Movies,TV
U0071,2023-11-05,1.9,Movies,Web
U0071,2023-07-20,1.2,Series,Web
U0071,2023-07-13,4.3,Series,Web
U0071,2023-10-17,3.7,Movies,Mobile
U0071,2023-08-14,1.1,Series,TV
U0071,2023-07-14,0.9,Movies,Mobile
U0071,2023-11-08,4.3,Movies,Mobile
U0071,2023-11-07,1.8,Series,Web
U0072,2023-04-27,2.4,Series,Mobile
U0072,2023-05-03,1.3,Series,TV
U0072,2023-02-24,4.8,Series,Web
U0072,2023-05-24,2.7,Movies,Mobile
U0072,2023-02-20,3.5,Movies,Mobile
U0072,2023-04-23,2.4,Series,Mobile
U0072,2023-03-03,0.9,Series,Web
U0072,2023-02-21,0.6,Movies,Web
U0072,2023-05-10,4.9,Movies,Web
U0072,2023-05-29,2.9,Movies,TV
U0073,2023-08-12,3.6,Movies,Web
U0073,2023-09-16,4.3,Movies,Web
U0073,2023-11-21,1.8,Movies,TV
U0073,2023-09-30,1.4,Movies,Mobile
U0073,2023-11-14,0.6,Movies,Mobile
U0073,2023-10-14,1.0,Movies,Web
U0073,2023-09-02,2.0,Movies,Mobile
U0073,2023-08-03,1.7,Movies,Mobile
U0073,2023-10-06,3.6,Series,Web
U0073,2023-11-24,2.3,Movies,Web
U0074,2023-06-28,1.2,Series,Web
U0074,2023-08-16,3.8,Movies,TV
U0074,2023-07-17,0.7,Series,TV
U0074,2023-08-05,3.3,Movies,Mobile
U0074,2023-06-17,2.2,Series,TV
U0074,2023-08-25,1.1,Movies,TV
U0074,2023-08-03,2.3,Movies,Mobile
U0074,2023-09-13,1.1,Series,Mobile
U0074,2023-09-26,4.0,Series,Mobile
U0074,2023-09-07,0.9,Series,TV
U0075,2023-10-18,4.6,Movies,Mobile
U0075,2023-11-10,2.0,Movies,Web
U0075,2023-10-04,4.2,Series,Mobile
U0075,2023-12-16,1.5,Movies,TV
U0075,2023-11-16,4.1,Movies,Web
U0075,2023-10-31,1.2,Movies,Mobile
U0075,2023-12-25,4.8,Movies,Mobile
U0075,2024-01-08,3.1,Series,Mobile
U0075,2023-12-06,2.9,Movies,TV
U0075,2023-11-03,1.7,Movies,Mobile
U0076,2023-05-01,0.6,Movies,Web
U0076,2023-06-16,2.9,Movies,TV
U0076,2023-03-27,1.1,Movies,TV
U0076,2023-03-18,3.7,Movies,Mobile
U0076,2023-04-12,4.7,Movies,Web
U0076,2023-06-27,3.2,Movies,Web
U0076,2023-05-13,0.6,Series,TV
U0076,2023-04-30,4.6,Movies,TV
U0076,2023-04-05,2.7,Movies,Mobile
U0076,2023-04-23,3.5,Movies,Web
U0077,2023-08-09,3.9,Series,Web
U0077,2023-09-02,2.7,Movies,TV
U0077,2023-10-13,3.4,Series,Mobile
U0077,2023-09-27,4.4,Series,Mobile
U0077,2023-08-26,3.3,Movies,Web
U0077,2023-09-01,0.9,Series,Web
U0077,2023-09-11,2.8,Series,Mobile
U0077,2023-08-12,3.1,Movies,Web
U0077,2023-11-18,1.6,Movies,Mobile
U0077,2023-09-23,1.0,Series,TV
U0078,2023-08-27,4.7,Series,TV
U0078,2023-09-12,2.5,Series,Mobile
U0078,2023-10-31,4.4,Movies,TV
U0078,2023-10-01,3.0,Series,Mobile
U0078,2023-07-21,0.9,Movies,Mobile
U0078,2023-09-19,1.8,Series,Web
U0078,2023-10-19,4.4,Series,Mobile
U0078,2023-08-20,4.6,Movies,TV
U0078,2023-10-01,0.9,Movies,Web
U0078,2023-08-18,1.1,Series,TV
U0079,2024-02-06,0.6,Movies,TV
U0079,2023-12-04,3.3,Series,Web
U0079,2024-01-19,4.1,Movies,Web
U0079,2023-11-20,0.9,Series,TV
U0079,2023-12-23,1.6,Series,Mobile
U0079,2023-11-25,3.9,Movies,TV
U0079,2024-01-05,1.1,Series,Mobile
U0079,2023-10-22,2.4,Series,Web
U0079,2023-12-23,1.1,Series,TV
U0079,2023-10-31,2.5,Series,Mobile
U0080,2023-04-27,3.7,Series,TV
U0080,2023-02-19,4.3,Movies,Mobile
U0080,2023-04-16,2.8,Series,Web
U0080,2023-02-21,1.4,Series,TV
U0080,2023-02-19,2.8,Series,Mobile
U0080,2023-04-18,2.1,Movies,Web
U0080,2023-04-30,2.3,Movies,Web
U0080,2023-02-15,4.1,Series,Web
U0080,2023-03-24,2.6,Series,Web
U0080,2023-02-19,2.0,Series,Mobile
U0081,2023-10-09,3.0,Series,Mobile
U0081,2023-09-09,2.0,Series,Web
U0081,2023-08-28,3.8,Movies,Mobile
U0081,2023-07-17,1.6,Series,Web
U0081,2023-10-05,3.2,Series,TV
U0081,2023-08-01,2.0,Movies,TV
U0081,2023-09-04,4.9,Series,Web
U0081,2023-09-24,4.8,Series,Web
U0081,2023-09-27,4.0,Series,Mobile
U0081,2023-08-28,2.6,Series,Web
U0082,2023-12-31,0.7,Series,Mobile
U0082,2023-09-25,4.4,Series,Web
U0082,2023-09-25,3.0,Movies,Web
U0082,2023-09-21,1.8,Series,TV
U0082,2023-09-30,4.8,Movies,Mobile
U0082,2023-12-18,1.8,Series,Web
U0082,2023-10-11,1.6,Movies,Mobile
U0082,2023-12-06,1.7,Movies,TV
U0082,2023-10-04,1.4,Movies,Web
U0082,2023-12-10,3.5,Movies,Web
U0083,2023-06-12,2.4,Series,TV
U0083,2023-07-14,1.8,Movies,Mobile
U0083,2023-06-29,3.0,Series,Web
U0083,2023-07-14,4.6,Series,TV
U0083,2023-06-21,0.7,Series,Mobile
U0083,2023-05-31,4.2,Movies,TV
U0083,2023-06-28,1.3,Series,Mobile
U0083,2023-06-05,1.9,Movies,TV
U0083,2023-08-08,1.8,Movies,Mobile
U0083,2023-08-09,1.3,Movies,TV
U0084,2023-10-12,3.1,Series,Mobile
U0084,2023-09-24,2.2,Movies,Web
U0084,2023-07-27,0.7,Movies,Mobile
U0084,2023-10-13,1.7,Series,Web
U0084,2023-07-21,2.7,Series,TV
U0084,2023-10-02,5.0,Series,TV
U0084,2023-07-15,3.8,Series,Mobile
U0084,2023-09-19,0.7,Movies,Web
U0084,2023-08-17,1.0,Series,Web
U0084,2023-10-10,5.0,Series,Mobile
U0085,2023-03-26,4.0,Series,TV
U0085,2023-05-16,3.8,Series,Mobile
U0085,2023-02-24,1.2,Movies,TV
U0085,2023-03-08,3.5,Series,TV
U0085,2023-03-14,3.9,Movies,Web
U0085,2023-05-30,1.4,Series,Web
U0085,2023-05-24,0.6,Series,Mobile
U0085,2023-02-20,3.4,Movies,Web
U0085,2023-05-02,4.7,Movies,Web
U0085,2023-02-28,4.3,Movies,TV
U0086,2023-06-22,2.6,Movies,Mobile
U0086,2023-06-13,1.0,Movies,TV
U0086,2023-05-07,1.0,Series,TV
U0086,2023-04-26,1.3,Series,TV
U0086,2023-05-28,0.6,Series,TV
U0086,2023-06-21,3.3,Series,Mobile
U0086,2023-07-16,1.3,Movies,Mobile
U0086,2023-07-25,2.9,Series,Web
U0086,2023-05-31,3.8,Series,Mobile
U0086,2023-06-03,1.3,Movies,Web
U0087,2023-05-02,3.8,Movies,Web
U0087,2023-05-20,5.0,Movies,TV
U0087,2023-05-25,4.3,Series,Mobile
U0087,2023-06-06,4.7,Movies,Mobile
U0087,2023-07-12,1.6,Movies,TV
U0087,2023-04-20,4.5,Series,Web
U0087,2023-07-08,2.7,Movies,TV
U0087,2023-04-16,1.4,Movies,Mobile
U0087,2023-05-12,0.8,Series,Web
U0087,2023-06-04,1.9,Series,TV
U0088,2023-06-18,1.2,Movies,Mobile
U0088,2023-05-12,2.9,Series,Web
U0088,2023-07-12,4.5,Movies,Mobile
U0088,2023-05-18,1.4,Series,TV
U0088,2023-05-08,3.8,Movies,TV
U0088,2023-06-04,1.4,Series,Web
U0088,2023-05-13,1.0,Series,Mobile
U0088,2023-05-20,0.6,Series,Web
U0088,2023-07-26,0.6,Movies,Mobile
U0088,2023-07-15,1.8,Series,Mobile
U0089,2023-06-22,1.7,Movies,Web
U0089,2023-09-12,3.6,Series,Web
U0089,2023-07-10,1.4,Movies,Web
U0089,2023-07-26,4.7,Movies,Mobile
U0089,2023-08-30,3.4,Movies,Web
U0089,2023-07-10,1.6,Movies,Mobile
U0089,2023-07-30,0.9,Series,Web
U0089,2023-10-01,0.8,Series,Web
U0089,2023-08-26,2.3,Movies,Web
U0089,2023-07-20,2.8,Movies,Web
U0090,2023-07-04,0.9,Series,Web
U0090,2023-06-21,4.7,Series,Mobile
U0090,2023-06-10,1.9,Movies,Web
U0090,2023-06-20,0.7,Series,Web
U0090,2023-07-04,4.5,Series,Web
U0090,2023-05-12,2.3,Series,Web
U0090,2023-06-19,4.7,Movies,Web
U0090,2023-06-25,4.1,Movies,Mobile
U0090,2023-04-19,2.8,Movies,Mobile
U0090,2023-05-22,2.2,Movies,Web
U0091,2024-01-26,2.1,Series,Web
U0091,2023-11-29,1.4,Movies,TV
U0091,2023-12-21,2.2,Series,Mobile
U0091,2024-01-06,1.3,Series,TV
U0091,2024-01-30,4.9,Movies,Mobile
U0091,2024-01-10,2.1,Series,Web
U0091,2023-11-14,3.1,Movies,Web
U0091,2023-11-17,0.5,Series,TV
U0091,2024-02-05,1.3,Series,TV
U0091,2024-02-03,4.9,Series,TV
U0092,2023-08-25,2.1,Series,Mobile
U0092,2023-08-17,4.4,Movies,TV
U0092,2023-05-12,3.5,Movies,Web
U0092,2023-07-15,0.9,Series,TV
U0092,2023-08-19,3.8,Movies,Web
U0092,2023-05-14,3.9,Movies,TV
U0092,2023-07-26,1.3,Movies,TV
U0092,2023-06-19,4.1,Movies,TV
U0092,2023-08-29,0.9,Movies,Mobile
U0092,2023-05-30,2.6,Series,TV
U0093,2023-09-25,1.8,Movies,Mobile
U0093,2023-06-25,0.6,Movies,Web
U0093,2023-07-31,2.2,Series,TV
U0093,2023-06-17,3.3,Series,Mobile
U0093,2023-08-22,3.5,Series,Mobile
U0093,2023-08-15,1.5,Movies,TV
U0093,2023-06-08,2.6,Movies,Web
U0093,2023-06-20,1.2,Movies,TV
U0093,2023-09-11,2.6,Series,Web
U0093,2023-07-16,2.8,Series,Web
U0094,2023-01-21,0.9,Series,TV
U0094,2023-02-24,4.5,Series,TV
U0094,2023-04-19,3.5,Series,Web
U0094,2023-05-06,0.8,Movies,Mobile
U0094,2023-04-22,4.3,Series,TV
U0094,2023-05-03,3.4,Movies,Mobile
U0094,2023-04-26,3.3,Movies,Web
U0094,2023-04-22,4.3,Series,TV
U0094,2023-05-03,2.9,Series,Web
U0094,2023-05-04,3.0,Series,Mobile
U0095,2023-05-14,2.2,Movies,TV
U0095,2023-03-08,1.1,Movies,Web
U0095,2023-02-13,2.4,Series,Mobile
U0095,2023-03-25,0.9,Movies,TV
U0095,2023-02-05,1.1,Series,Mobile
U0095,2023-03-03,4.8,Movies,Web
U0095,2023-04-16,1.9,Series,Web
U0095,2023-04-21,3.6,Movies,Mobile
U0095,2023-04-04,2.1,Movies,Mobile
U0095,2023-03-23,3.7,Series,Mobile
U0096,2023-09-27,1.9,Series,Mobile
U0096,2023-07-02,3.7,Series,TV
U0096,2023-07-30,2.7,Movies,Web
U0096,2023-08-09,1.2,Series,Mobile
U0096,2023-06-29,2.5,Movies,Mobile
U0096,2023-09-20,0.6,Series,Mobile
U0096,2023-07-25,2.9,Movies,Mobile
U0096,2023-10-07,4.3,Movies,Mobile
U0096,2023-07-24,2.9,Series,Mobile
U0096,2023-08-12,3.8,Movies,TV
U0097,2023-05-18,1.7,Movies,Mobile
U0097,2023-04-15,1.4,Movies,Mobile
U0097,2023-05-02,3.1,Movies,Mobile
U0097,2023-05-10,0.9,Movies,Web
U0097,2023-02-20,3.3,Movies,Web
U0097,2023-02-27,3.0,Movies,Mobile
U0097,2023-04-12,2.4,Series,Web
U0097,2023-02-22,1.4,Movies,Web
U0097,2023-06-07,1.9,Movies,TV
U0097,2023-02-25,2.6,Movies,Web
U0098,2023-09-17,1.6,Movies,Mobile
U0098,2023-11-20,3.7,Series,Web
U0098,2023-12-19,1.7,Series,Mobile
U0098,2023-10-15,1.6,Movies,TV
U0098,2023-12-04,1.1,Movies,Mobile
U0098,2023-08-24,1.4,Series,Web
U0098,2023-08-27,4.6,Movies,Web
U0098,2023-09-04,1.6,Movies,TV
U0098,2023-11-08,3.5,Series,TV
U0098,2023-12-03,4.2,Series,Web
U0099,2023-10-08,4.2,Series,Web
U0099,2023-08-08,1.7,Movies,Mobile
U0099,2023-10-15,3.6,Series,TV
U0099,2023-09-28,3.7,Series,TV
U0099,2023-11-12,2.8,Series,TV
U0099,2023-09-25,4.0,Series,Mobile
U0099,2023-10-02,4.9,Movies,Web
U0099,2023-11-13,4.8,Series,Web
U0099,2023-11-07,4.8,Series,Mobile
U0099,2023-09-25,1.4,Series,Mobile
U0100,2023-04-18,4.6,Movies,Mobile
U0100,2023-03-27,2.6,Movies,Web
U0100,2023-06-26,1.7,Movies,Mobile
U0100,2023-05-24,2.1,Movies,Web
U0100,2023-06-28,2.8,Series,Mobile
U0100,2023-04-27,4.2,Series,Web
U0100,2023-04-06,3.3,Movies,Mobile
U0100,2023-04-17,4.7,Series,Web
U0100,2023-07-15,3.5,Movies,Mobile
U0100,2023-04-19,0.7,Series,TV
U0101,2024-01-25,4.2,Movies,Web
U0101,2024-01-28,0.7,Series,TV
U0101,2023-12-01,3.2,Series,TV
U0101,2023-11-05,3.6,Series,Web
U0101,2024-01-31,1.6,Series,Web
U0101,2024-01-19,3.8,Series,Mobile
U0101,2024-01-12,3.0,Series,TV
U0101,2024-01-25,1.7,Movies,TV
U0101,2024-02-04,3.0,Movies,Web
U0101,2023-10-16,2.4,Series,TV
U0102,2023-09-21,3.6,Series,Web
U0102,2023-09-30,2.5,Movies,TV
U0102,2023-12-07,2.7,Movies,Mobile
U0102,2023-12-09,2.5,Series,TV
U0102,2023-12-03,2.5,Movies,TV
U0102,2023-10-22,4.5,Series,Mobile
U0102,2023-11-20,3.1,Series,TV
U0102,2023-09-04,0.8,Series,Web
U0102,2023-09-07,2.9,Movies,Mobile
U0102,2023-08-27,1.9,Movies,Web
U0103,2023-07-08,3.9,Movies,TV
U0103,2023-04-25,2.1,Movies,Mobile
U0103,2023-06-09,1.4,Movies,Mobile
U0103,2023-06-12,1.4,Series,Mobile
U0103,2023-05-06,4.5,Series,TV
U0103,2023-06-29,4.6,Movies,Mobile
U0103,2023-04-12,4.1,Series,TV
U0103,2023-03-31,4.9,Movies,TV
U0103,2023-05-07,1.1,Movies,Mobile
U0103,2023-07-01,1.7,Movies,TV
U0104,2023-04-28,1.0,Series,Web
U0104,2023-05-13,4.8,Movies,Mobile
U0104,2023-03-13,4.0,Movies,Mobile
U0104,2023-06-03,1.3,Movies,TV
U0104,2023-04-05,4.7,Series,Web
U0104,2023-04-30,2.7,Series,TV
U0104,2023-06-30,4.0,Series,TV
U0104,2023-03-25,3.0,Series,Mobile
U0104,2023-03-14,4.8,Series,TV
U0104,2023-06-06,2.9,Series,Web
U0105,2023-06-04,0.6,Movies,Web
U0105,2023-06-02,0.6,Series,Mobile
U0105,2023-06-21,1.1,Movies,Web
U0105,2023-06-16,4.9,Series,Mobile
U0105,2023-08-25,2.4,Movies,Mobile
U0105,2023-07-06,3.2,Movies,Web
U0105,2023-09-04,5.0,Series,Web
U0105,2023-09-03,0.6,Series,TV
U0105,2023-06-05,4.6,Series,Mobile
U0105,2023-05-20,0.8,Movies,Mobile
U0106,2023-07-30,2.3,Series,Mobile
U0106,2023-07-07,3.6,Series,TV
U0106,2023-09-20,1.7,Series,TV
U0106,2023-09-15,4.5,Series,Mobile
U0106,2023-07-28,1.7,Movies,TV
U0106,2023-08-22,3.7,Movies,Mobile
U0106,2023-07-14,2.9,Movies,TV
U0106,2023-07-28,1.7,Series,TV
U0106,2023-07-18,3.9,Movies,TV
U0106,2023-08-25,1.5,Series,TV
U0107,2023-05-05,3.4,Series,Web
U0107,2023-08-07,3.7,Series,TV
U0107,2023-05-28,3.9,Series,Mobile
U0107,2023-05-11,1.0,Movies,Mobile
U0107,2023-06-17,3.9,Series,TV
U0107,2023-06-03,3.2,Movies,TV
U0107,2023-07-15,2.1,Movies,Mobile
U0107,2023-06-27,0.5,Movies,Web
U0107,2023-04-30,1.0,Series,Web
U0107,2023-08-14,4.8,Series,Web
U0108,2023-04-22,1.7,Series,Web
U0108,2023-06-21,1.8,Series,Mobile
U0108,2023-06-22,1.6,Movies,TV
U0108,2023-04-22,4.8,Series,Mobile
U0108,2023-04-10,4.5,Series,Mobile
U0108,2023-04-28,0.6,Movies,Web
U0108,2023-06-18,4.0,Movies,Web
U0108,2023-06-06,3.2,Movies,Web
U0108,2023-05-14,2.6,Series,Mobile
U0108,2023-03-15,0.7,Movies,TV
U0109,2023-08-08,1.8,Movies,Mobile
U0109,2023-09-06,4.6,Series,Web
U0109,2023-06-29,2.1,Movies,Mobile
U0109,2023-09-15,0.7,Movies,TV
U0109,2023-08-25,4.4,Movies,TV
U0109,2023-07-10,4.1,Movies,Mobile
U0109,2023-07-07,4.3,Series,Mobile
U0109,2023-08-07,4.3,Movies,Web
U0109,2023-06-08,1.4,Movies,Web
U0109,2023-08-02,1.2,Movies,Web
U0110,2023-06-28,3.3,Series,Mobile
U0110,2023-04-15,4.1,Movies,Mobile
U0110,2023-04-02,3.5,Movies,TV
U0110,2023-04-23,5.0,Series,Mobile
U0110,2023-04-30,3.8,Movies,Mobile
U0110,2023-05-27,2.1,Series,Mobile
U0110,2023-06-02,4.4,Series,Mobile
U0110,2023-04-27,4.6,Series,TV
U0110,2023-06-13,2.0,Movies,TV
U0110,2023-04-12,0.8,Series,Web
U0111,2023-09-05,4.4,Series,Web
U0111,2023-09-09,4.5,Movies,Mobile
U0111,2023-09-05,3.7,Series,Mobile
U0111,2023-08-01,1.3,Movies,Web
U0111,2023-09-15,3.0,Movies,Mobile
U0111,2023-07-25,1.7,Movies,TV
U0111,2023-08-04,4.9,Series,Web
U0111,2023-08-30,3.0,Movies,Mobile
U0111,2023-09-17,1.6,Series,Web
U0111,2023-06-04,2.5,Series,TV
U0112,2023-11-21,3.1,Movies,TV
U0112,2023-10-03,1.7,Movies,TV
U0112,2023-11-25,3.7,Series,TV
U0112,2023-11-11,3.0,Series,Mobile
U0112,2023-11-30,3.9,Series,Web
U0112,2023-11-21,4.5,Series,Web
U0112,2023-08-29,2.0,Series,Mobile
U0112,2023-09-06,2.3,Movies,Web
U0112,2023-11-06,1.2,Movies,Web
U0112,2023-09-17,4.2,Movies,Web
U0113,2023-06-28,3.5,Series,Web
U0113,2023-08-09,2.4,Series,TV
U0113,2023-06-06,3.0,Series,Mobile
U0113,2023-05-15,0.9,Series,Web
U0113,2023-07-21,3.4,Movies,TV
U0113,2023-05-28,3.7,Movies,TV
U0113,2023-04-28,0.8,Series,Web
U0113,2023-05-11,2.2,Series,Web
U0113,2023-07-09,2.8,Series,TV
U0113,2023-05-01,4.7,Series,Web
U0114,2023-06-22,0.9,Series,Web
U0114,2023-06-18,2.5,Movies,Web
U0114,2023-07-19,2.6,Movies,Web
U0114,2023-04-30,1.8,Movies,Mobile
U0114,2023-06-13,4.1,Movies,TV
U0114,2023-06-14,1.9,Movies,Mobile
U0114,2023-07-17,3.3,Movies,Mobile
U0114,2023-07-19,3.9,Series,Web
U0114,2023-05-15,4.6,Series,Mobile
U0114,2023-04-09,1.6,Series,TV
U0115,2023-07-26,2.9,Series,Web
U0115,2023-08-12,4.8,Series,Web
U0115,2023-08-19,4.1,Series,Web
U0115,2023-09-22,1.0,Series,Web
U0115,2023-10-01,4.2,Series,TV
U0115,2023-09-24,4.7,Series,TV
U0115,2023-07-29,1.4,Series,Web
U0115,2023-07-13,3.9,Movies,TV
U0115,2023-10-03,0.8,Movies,Mobile
U0115,2023-08-20,1.0,Movies,Web
U0116,2023-07-10,3.5,Movies,Mobile
U0116,2023-07-13,2.2,Movies,TV
U0116,2023-09-16,1.4,Movies,TV
U0116,2023-09-14,1.0,Series,Web
U0116,2023-08-27,2.7,Movies,TV
U0116,2023-10-02,4.0,Movies,Web
U0116,2023-08-03,1.3,Series,TV
U0116,2023-09-02,0.8,Series,Mobile
U0116,2023-06-30,3.0,Series,Mobile
U0116,2023-07-27,2.5,Movies,Web
U0117,2023-07-05,3.0,Series,TV
U0117,2023-05-27,2.9,Movies,Web
U0117,2023-07-11,0.8,Series,TV
U0117,2023-07-26,4.6,Movies,Web
U0117,2023-07-08,1.7,Series,TV
U0117,2023-05-24,2.5,Movies,Mobile
U0117,2023-08-24,1.5,Series,Web
U0117,2023-06-26,2.7,Series,Web
U0117,2023-07-20,0.9,Series,Mobile
U0117,2023-07-28,2.3,Movies,TV
U0118,2023-05-21,4.5,Movies,Web
U0118,2023-04-06,4.5,Movies,Mobile
U0118,2023-06-12,0.9,Series,Mobile
U0118,2023-03-08,2.5,Series,Mobile
U0118,2023-06-03,1.3,Series,Web
U0118,2023-06-02,3.1,Movies,Web
U0118,2023-04-02,1.6,Series,Web
U0118,2023-03-28,0.8,Movies,Mobile
U0118,2023-02-23,1.8,Movies,Mobile
U0118,2023-03-24,2.1,Series,Web
U0119,2023-08-06,3.9,Series,TV
U0119,2023-08-08,1.9,Movies,Web
U0119,2023-07-20,2.0,Series,TV
U0119,2023-06-04,2.3,Movies,Mobile
U0119,2023-05-14,1.1,Movies,Mobile
U0119,2023-08-18,3.4,Series,TV
U0119,2023-06-18,1.6,Series,TV
U0119,2023-06-06,4.2,Series,Web
U0119,2023-07-07,4.4,Movies,Mobile
U0119,2023-06-06,2.9,Movies,Mobile
U0120,2023-07-09,3.0,Movies,Web
U0120,2023-08-04,1.7,Movies,Web
U0120,2023-07-20,1.5,Movies,Web
U0120,2023-07-06,0.6,Movies,TV
U0120,2023-06-14,3.6,Movies,TV
U0120,2023-07-13,2.3,Movies,TV
U0120,2023-06-27,2.1,Series,Web
U0120,2023-06-28,1.4,Movies,TV
U0120,2023-05-26,4.1,Series,Mobile
U0120,2023-05-30,2.4,Series,Mobile
U0121,2023-12-04,1.8,Series,TV
U0121,2023-10-13,3.8,Movies,TV
U0121,2023-12-25,2.1,Series,Web
U0121,2023-12-16,1.8,Series,Mobile
U0121,2023-10-01,0.6,Series,Web
U0121,2023-11-11,2.2,Series,Mobile
U0121,2023-09-10,2.3,Series,TV
U0121,2023-12-20,4.2,Movies,TV
U0121,2023-11-13,1.7,Movies,Mobile
U0121,2023-11-23,3.5,Movies,Mobile
U0122,2023-05-28,2.0,Movies,TV
U0122,2023-04-27,1.5,Movies,Mobile
U0122,2023-05-10,1.5,Movies,TV
U0122,2023-08-02,4.4,Movies,TV
U0122,2023-06-30,1.2,Series,Mobile
U0122,2023-06-05,2.5,Series,Web
U0122,2023-04-25,2.6,Series,TV
U0122,2023-05-04,4.0,Series,Web
U0122,2023-05-25,4.5,Movies,TV
U0122,2023-08-14,2.4,Movies,Mobile
U0123,2024-01-02,3.1,Movies,TV
U0123,2024-01-07,2.0,Movies,TV
U0123,2023-12-13,3.0,Movies,Mobile
U0123,2023-12-18,4.1,Series,Web
U0123,2023-11-02,0.5,Series,TV
U0123,2024-01-28,4.7,Series,TV
U0123,2023-11-06,1.2,Series,Mobile
U0123,2023-11-19,3.0,Series,Mobile
U0123,2024-01-10,1.3,Series,Web
U0123,2024-01-09,4.7,Series,Mobile
U0124,2023-03-19,1.0,Series,Web
U0124,2023-02-17,3.4,Series,Web
U0124,2023-05-03,2.6,Movies,TV
U0124,2023-03-26,4.5,Movies,TV
U0124,2023-01-29,0.8,Movies,Web
U0124,2023-02-04,5.0,Series,Web
U0124,2023-03-30,1.8,Movies,TV
U0124,2023-02-11,2.8,Series,Mobile
U0124,2023-04-17,0.9,Movies,TV
U0124,2023-02-12,4.8,Movies,TV
U0125,2023-04-05,3.1,Movies,Mobile
U0125,2023-06-01,2.6,Series,TV
U0125,2023-05-18,3.2,Series,Web
U0125,2023-05-29,1.2,Series,Web
U0125,2023-04-30,4.9,Series,TV
U0125,2023-05-31,4.6,Movies,Web
U0125,2023-04-13,2.8,Movies,Web
U0125,2023-07-25,4.5,Series,Mobile
U0125,2023-04-25,1.8,Movies,Web
U0125,2023-06-23,4.4,Movies,Web
U0126,2024-02-03,1.2,Movies,TV
U0126,2024-01-31,2.5,Series,Web
U0126,2024-01-12,3.1,Series,Mobile
U0126,2023-11-30,2.1,Movies,TV
U0126,2023-11-30,3.0,Series,Mobile
U0126,2023-11-06,1.9,Movies,Web
U0126,2023-12-22,2.3,Series,TV
U0126,2024-01-17,4.7,Series,Web
U0126,2024-02-09,4.3,Movies,TV
